row_id,order_priority,discount,unit_price,shipping_cost,customer_id,customer_name,ship_mode,customer_segment,product_category,product_sub_category,product_container,product_name,product_base_margin,country,region,state_or_province,city,postal_code,order_date,ship_date,profit,quantity,sales,order_id,year,month,day,total_amount,delivery_days,order_frequency
19438,High,0.08,15.73,7.42,2272,Brett Ingram,Express Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme GalleriaÂ® Hot Forged Steel Scissors with Colored Handles,0.56,United States,Central,Texas,Harker Heights,76543,16-03-2015,18-03-2015,-37.6,5,78.08,90110,2015,3,16,78.08,2,1
19441,High,0.06,180.98,26.2,2333,Megan Woods,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,0.59,United States,Central,Wisconsin,Green Bay,54302,23-06-2015,24-06-2015,-122.235,1,191.73,89611,2015,6,23,191.73,1,1
19445,Critical,0.01,15.99,13.18,1065,Vicki Bond,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,Central,Illinois,Burbank,60459,18-02-2015,20-02-2015,-99.43544,23,377.44,88899,2015,2,18,377.44,2,1
19450,Critical,0.01,4.98,6.07,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,West,Washington,Seattle,98115,10-02-2015,11-02-2015,-35.9164,10,52.93,88907,2015,2,10,52.93,1,5
19460,Medium,0.02,17.7,9.47,2285,Arnold Floyd Blair,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,PortfileÂ® Personal File Boxes,0.59,United States,South,South Carolina,Rock Hill,29730,13-03-2015,15-03-2015,-85.022,21,374.6,90148,2015,3,13,374.6,2,1
19461,Medium,0.02,110.99,2.5,3347,Carrie McIntosh,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T18,0.57,United States,South,Florida,Royal Palm Beach,33411,27-01-2015,29-01-2015,-39.809,1,94.3,89356,2015,1,27,94.3,2,3
19470,Critical,0.06,47.98,3.61,896,Jennifer Siegel,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",0.71,United States,Central,Texas,Denton,76201,20-06-2015,22-06-2015,35.955,11,517.68,90167,2015,6,20,517.68,2,3
19472,Critical,0.06,8.37,10.16,1494,Kate Lehman,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Westinghouse Clip-On Gooseneck Lamps,0.59,United States,East,Maryland,Dundalk,21222,11-03-2015,13-03-2015,-255.65,18,157.64,85880,2015,3,11,157.64,2,2
19473,Critical,0.09,6.48,9.17,1494,Kate Lehman,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1996,0.37,United States,East,Maryland,Dundalk,21222,11-03-2015,13-03-2015,-76.54,6,42.16,85880,2015,3,11,42.16,2,2
19477,Low,0.04,8.5,1.99,1754,Nelson Hong,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,0.49,United States,West,California,Torrance,90503,27-02-2015,28-02-2015,43.2752,14,118.57,90178,2015,2,27,118.57,1,3
19478,Low,0.1,15.99,9.4,1754,Nelson Hong,Regular Air,Consumer,Technology,Office Machines,Small Box,"AT&T Black Trimline Phone, Model 210",0.49,United States,West,California,Torrance,90503,27-02-2015,27-02-2015,-36.21462,5,79.47,90178,2015,2,27,79.47,0,3
19479,Low,0.09,95.99,8.99,1754,Nelson Hong,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,600 Series Flip,0.57,United States,West,California,Torrance,90503,27-02-2015,03-03-2015,7.03296,8,627.28,90178,2015,2,27,627.28,4,3
19480,Critical,0,5.28,5.61,910,Carla Hauser,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1954,0.4,United States,South,Arkansas,Texarkana,71854,14-05-2015,14-05-2015,-149.212,15,85.26,90187,2015,5,14,85.26,0,1
19481,Not Specified,0,6.84,8.37,1692,Rhonda Schroeder,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",0.58,United States,Central,Kansas,Newton,67114,23-01-2015,24-01-2015,-123.1816,5,37.89,90189,2015,1,23,37.89,1,1
19482,Not Specified,0.07,30.98,5.76,1693,Melinda Thornton,Regular Air,Consumer,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0.4,United States,South,Virginia,Reston,20190,23-01-2015,25-01-2015,-28.798,11,343.79,90189,2015,1,23,343.79,2,2
19484,High,0.07,2.61,0.5,1182,Jesse Williamson,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 494,0.39,United States,West,Utah,Spanish Fork,84660,23-05-2015,23-05-2015,27.0135,15,39.15,86913,2015,5,23,39.15,0,1
19486,Low,0.04,3.57,4.17,2795,Harry Burns,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,0.59,United States,Central,Iowa,Mason City,50401,26-01-2015,28-01-2015,-69.91,8,30.9,87556,2015,1,26,30.9,2,3
19487,Low,0.05,200.99,4.2,2795,Harry Burns,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,United States,Central,Iowa,Mason City,50401,26-01-2015,30-01-2015,1630.5252,14,2363.08,87556,2015,1,26,2363.08,4,3
19488,Low,0.07,195.99,8.99,2795,Harry Burns,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,A1228,0.58,United States,Central,Iowa,Mason City,50401,26-01-2015,26-01-2015,-457.16,2,328.45,87556,2015,1,26,328.45,0,3
19501,High,0.09,12.88,4.59,1618,June Roberts,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Martin-Yale Premier Letter Opener,0.82,United States,Central,Indiana,Highland,46322,06-04-2015,06-04-2015,-175.13,13,158.13,90248,2015,4,6,158.13,0,1
19502,High,0.02,45.99,4.99,1620,Gerald Petty,Express Air,Consumer,Technology,Telephones and Communication,Small Box,600 Series Non-Flip,0.57,United States,East,Pennsylvania,Lancaster,17602,06-04-2015,07-04-2015,3.96,4,163.01,90248,2015,4,6,163.01,1,1
19505,Low,0.09,125.99,8.99,744,Joy Maxwell,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC7868i,0.55,United States,West,Arizona,Oro Valley,85737,25-05-2015,02-06-2015,916.6806,20,2104.99,87727,2015,5,25,2104.99,8,4
19506,Critical,0.04,1.74,4.08,2697,Ricky W Clements,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,United States,South,Alabama,Vestavia Hills,35216,23-02-2015,25-02-2015,9.252,16,29.08,87678,2015,2,23,29.08,2,2
19507,Critical,0.01,119.99,56.14,2697,Ricky W Clements,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,United States,South,Alabama,Vestavia Hills,35216,23-02-2015,24-02-2015,-1197.042,21,2569.57,87678,2015,2,23,2569.57,1,2
19515,Medium,0.1,80.97,30.06,271,Sam Rouse,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,0.4,United States,South,Georgia,Forest Park,30297,30-03-2015,31-03-2015,128.0253,12,899.81,88940,2015,3,30,899.81,1,1
19517,Critical,0.06,60.98,30,3224,Claudia White,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Fabric Task Chair,0.7,United States,South,Tennessee,Gallatin,37066,01-04-2015,02-04-2015,-74.088,2,125.9,86508,2015,4,1,125.9,1,1
19529,High,0.01,125.99,8.99,2868,Eugene Clayton,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,M70,0.59,United States,West,Washington,Edmonds,98026,17-04-2015,18-04-2015,-582.648,1,113.44,85827,2015,4,17,113.44,1,3
19539,Low,0.06,160.98,35.02,637,Christopher Bryant,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,0.72,United States,West,California,Santa Clara,95051,20-03-2015,24-03-2015,-229.68,8,1232.01,87953,2015,3,20,1232.01,4,1
19550,Medium,0.07,125.99,7.69,1271,Joanne Church,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,United States,West,California,La Mesa,91941,09-04-2015,10-04-2015,588.2457,8,852.53,88410,2015,4,9,852.53,1,2
19552,Low,0.09,49.99,19.99,1203,Judy Merritt,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,United States,East,Rhode Island,Cranston,2920,28-06-2015,30-06-2015,-8.515,12,593.33,87587,2015,6,28,593.33,2,1
19553,Low,0.03,28.53,1.49,1191,John Morse,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,East,Connecticut,New Britain,6050,28-06-2015,01-07-2015,59.4405,3,88.84,87587,2015,6,28,88.84,3,1
19566,Low,0.09,90.97,14,2437,Judith Shepherd,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,0.36,United States,Central,Wisconsin,Muskego,53150,01-03-2015,03-03-2015,35.29,3,260,90301,2015,3,1,260,2,1
19567,Low,0.07,35.99,5.99,2070,Kelly Collins,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,United States,Central,Michigan,Eastpointe,48021,16-05-2015,20-05-2015,17.8398,5,153.61,88558,2015,5,16,153.61,4,1
19568,Low,0.08,65.99,5.92,2071,Victor Cherry,Express Air,Corporate,Technology,Telephones and Communication,Small Box,i500plus,0.58,United States,Central,Michigan,Farmington Hills,48336,16-05-2015,23-05-2015,183.843,20,1063.81,88558,2015,5,16,1063.81,7,3
19569,High,0.08,4.98,0.49,2260,Geoffrey H Wong,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery White Multi-Purpose Labels,0.39,United States,South,Georgia,Rome,30161,21-04-2015,22-04-2015,4949.916,1,4.95,89602,2015,4,21,4.95,1,4
19570,High,0.09,119.99,14,2260,Geoffrey H Wong,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,0.36,United States,South,Georgia,Rome,30161,21-04-2015,23-04-2015,1055.604,4,461.24,89602,2015,4,21,461.24,2,4
19575,Low,0.04,4.55,1.49,2944,Elsie Lane,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Presstex Flexible Ring Binders,0.35,United States,Central,Michigan,Midland,48640,05-03-2015,07-03-2015,28.288,13,59.75,90309,2015,3,5,59.75,2,1
19581,Medium,0.01,16.48,1.99,1997,Harriet Bowman,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,Maxell DVD-RAM Discs,0.42,United States,South,South Carolina,Hilton Head Island,29915,07-05-2015,08-05-2015,739.674,7,122.93,90334,2015,5,7,122.93,1,3
19595,Medium,0.04,99.23,8.99,351,Juanita Coley Knox,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0.35,United States,East,New York,Watertown,13601,02-01-2015,04-01-2015,993.8346,14,1440.34,88686,2015,1,2,1440.34,2,2
19596,Medium,0.1,52.99,19.99,1826,Kate Peck,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",0.81,United States,Central,Iowa,Bettendorf,52722,18-04-2015,19-04-2015,-517.17,7,337.59,86958,2015,4,18,337.59,1,2
19597,Medium,0.07,100.98,57.38,1827,Vincent Hale,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",0.78,United States,Central,Iowa,Burlington,52601,18-04-2015,21-04-2015,-429.86,2,215.32,86958,2015,4,18,215.32,3,3
19598,Medium,0.03,85.99,0.99,1827,Vincent Hale,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,United States,Central,Iowa,Burlington,52601,18-04-2015,20-04-2015,264.1665,5,382.85,86958,2015,4,18,382.85,2,3
19599,Medium,0.01,35.99,0.99,2976,Fred Barber,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,0.35,United States,Central,Wisconsin,Oak Creek,53154,22-05-2015,23-05-2015,882.4824,41,1278.96,89047,2015,5,22,1278.96,1,1
19600,Medium,0.1,17.98,4,727,Lindsay Link,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,United States,East,Maine,Lewiston,4240,15-03-2015,16-03-2015,-99.55,4,66.32,90359,2015,3,15,66.32,1,1
19601,Medium,0.09,125.99,8.99,724,Beverly Cooke Brooks,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC7868i,0.55,United States,East,Connecticut,Stratford,6614,15-03-2015,16-03-2015,-605.374,1,100.38,90359,2015,3,15,100.38,1,1
19611,Medium,0.06,175.99,8.99,91,Wallace Werner,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,West,California,Vallejo,94591,04-03-2015,06-03-2015,2031.507,23,3363.53,87177,2015,3,4,3363.53,2,3
19615,Not Specified,0.08,205.99,2.5,2281,Monica Harvey,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,V70,0.59,United States,Central,Wisconsin,Eau Claire,54703,27-01-2015,28-01-2015,997.38144,10,1610.84,85948,2015,1,27,1610.84,1,1
19617,Low,0.06,4.28,0.94,2495,Maria Block,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 336,0.56,United States,West,Wyoming,Rock Springs,82901,26-04-2015,28-04-2015,0.37,2,8.66,86885,2015,4,26,8.66,2,1
19618,Critical,0.01,3502.14,8.73,3151,Glenda Hunter,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,United States,West,California,Twentynine Palms,92277,04-02-2015,05-02-2015,-4075.933992,1,3501.79,88544,2015,2,4,3501.79,1,7
19619,Critical,0.06,15.73,7.42,3151,Glenda Hunter,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme GalleriaÂ® Hot Forged Steel Scissors with Colored Handles,0.56,United States,West,California,Twentynine Palms,92277,04-02-2015,05-02-2015,-18.5588,4,63.04,88544,2015,2,4,63.04,1,7
19625,Not Specified,0.01,145.98,46.2,3151,Glenda Hunter,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis Rectangular Conference Tables,0.69,United States,West,California,Twentynine Palms,92277,03-06-2015,03-06-2015,-134.512,9,1370.79,88543,2015,6,3,1370.79,0,7
19627,Low,0.07,17.7,9.47,1551,Laurence Flowers,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,PortfileÂ® Personal File Boxes,0.59,United States,South,Mississippi,Biloxi,39530,25-06-2015,01-07-2015,-243.544,18,300.67,87488,2015,6,25,300.67,6,1
19635,Critical,0.08,4.48,2.5,3393,Irene Murphy,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Ampad #10 Peel & SeelÂ® Holiday Envelopes,0.37,United States,West,Washington,Pullman,99163,14-02-2015,15-02-2015,-3.2448,19,80.2,87909,2015,2,14,80.2,1,2
19638,Medium,0.03,119.99,56.14,744,Joy Maxwell,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,United States,West,Arizona,Oro Valley,85737,17-01-2015,19-01-2015,1400.1,13,1545.58,87726,2015,1,17,1545.58,2,4
19639,Medium,0.05,115.79,1.99,745,Mary Page,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",0.49,United States,West,Arizona,Peoria,85345,17-01-2015,19-01-2015,67.6,3,353.1,87726,2015,1,17,353.1,2,1
19652,Not Specified,0.03,20.99,0.99,3063,Ann Steele,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory25,0.57,United States,West,Washington,Kirkland,98034,24-05-2015,26-05-2015,4.1822,9,158.87,88449,2015,5,24,158.87,2,3
19663,Not Specified,0,213.45,14.7,193,Danny Hong,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,0.59,United States,West,Utah,Layton,84041,03-01-2015,05-01-2015,-560.81418,1,224.12,90430,2015,1,3,224.12,2,2
19666,Not Specified,0.04,3.69,0.5,3354,Sara Faulkner,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,0.38,United States,West,California,Calexico,92231,27-03-2015,29-03-2015,47.5272,19,68.88,88590,2015,3,27,68.88,2,3
19679,Critical,0.06,2.61,0.5,753,Elisabeth Massey,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 479,0.39,United States,West,Arizona,Prescott,86301,11-03-2015,11-03-2015,10.85,1,17.59,90438,2015,3,11,17.59,0,2
19680,Critical,0.01,6.35,1.02,753,Elisabeth Massey,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0.39,United States,West,Arizona,Prescott,86301,11-03-2015,13-03-2015,97.6626,22,141.54,90438,2015,3,11,141.54,2,2
19692,High,0.04,124.49,51.94,1748,Helen Simpson,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,Central,Oklahoma,Enid,73703,12-06-2015,14-06-2015,-93.0645,1,151.46,87245,2015,6,12,151.46,2,1
19694,Not Specified,0.04,130.98,30,447,Valerie Moon,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.78,United States,Central,Minnesota,Roseville,55113,25-06-2015,28-06-2015,-82.904,1,159.51,90449,2015,6,25,159.51,3,2
19695,Not Specified,0.05,200.99,4.2,447,Valerie Moon,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,United States,Central,Minnesota,Roseville,55113,25-06-2015,25-06-2015,1268.8065,11,1838.85,90449,2015,6,25,1838.85,0,2
19697,Low,0.04,180.98,30,1934,Scott Moore,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,0.69,United States,Central,Texas,Georgetown,78626,30-05-2015,30-05-2015,52.988,3,561.65,86688,2015,5,30,561.65,0,1
19698,Low,0.06,3.25,49,1935,Diana Coble Hubbard,Regular Air,Home Office,Office Supplies,Appliances,Large Box,"Bravo IIâ¢ MegabossÂ® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",0.56,United States,Central,Texas,Grand Prairie,75051,30-05-2015,05-06-2015,10.508,2,55.6,86688,2015,5,30,55.6,6,4
19699,Low,0.01,110.98,13.99,1935,Diana Coble Hubbard,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",0.69,United States,Central,Texas,Grand Prairie,75051,30-05-2015,04-06-2015,1448.7309,19,2099.61,86688,2015,5,30,2099.61,5,4
19700,Low,0.05,3.95,2,1935,Diana Coble Hubbard,Express Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,0.53,United States,Central,Texas,Grand Prairie,75051,30-05-2015,07-06-2015,1.004,23,96.6,86688,2015,5,30,96.6,8,4
19723,Medium,0.07,80.98,7.18,2290,Glen Robertson,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Cordless Navigator Duo,0.48,United States,Central,Minnesota,Coon Rapids,55433,04-02-2015,06-02-2015,779.4723,15,1129.67,88164,2015,2,4,1129.67,2,3
19733,Not Specified,0,73.98,14.52,2037,Lynda Herman,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.65,United States,West,Montana,Bozeman,59715,12-03-2015,14-03-2015,-88.61,4,305.71,89333,2015,3,12,305.71,2,1
19739,Medium,0,137.48,32.18,3076,Peter Hardy,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,0.78,United States,East,Ohio,Stow,44224,07-01-2015,08-01-2015,-203.27,2,296.75,88241,2015,1,7,296.75,1,1
19749,Low,0.1,80.97,33.6,3366,Dana Boyle,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,0.37,United States,East,Ohio,Troy,45373,24-05-2015,29-05-2015,66.22,11,837.57,90501,2015,5,24,837.57,5,2
19750,Low,0.02,6.48,5.11,3366,Dana Boyle,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 231,0.37,United States,East,Ohio,Troy,45373,24-05-2015,28-05-2015,-23.53,8,56.22,90501,2015,5,24,56.22,4,2
19751,Low,0.08,2.08,5.33,1686,Lynn O'Donnell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,EldonÂ® Wave Desk Accessories,0.43,United States,Central,Illinois,Elgin,60123,03-03-2015,10-03-2015,-129.01,9,19.67,86973,2015,3,3,19.67,7,1
19756,High,0,65.99,5.99,3084,Debbie Hsu,Express Air,Small Business,Technology,Telephones and Communication,Small Box,i1000,0.58,United States,West,Washington,Lacey,98503,20-04-2015,22-04-2015,313.812,14,798.89,89879,2015,4,20,798.89,2,3
19766,Critical,0.09,58.1,1.49,2468,Rhonda Stein,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Arch Ring Binders,0.38,United States,South,North Carolina,Salisbury,28144,27-04-2015,29-04-2015,765.75,3,169.46,88135,2015,4,27,169.46,2,2
19769,High,0.08,8.09,7.96,1632,Lori Wolfe,Express Air,Home Office,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,United States,South,Mississippi,Hattiesburg,39401,15-01-2015,16-01-2015,15.984,6,48.25,90530,2015,1,15,48.25,1,2
19772,Critical,0.09,58.14,36.61,918,Kerry Jernigan,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.61,United States,West,California,Rancho Cucamonga,91730,20-05-2015,21-05-2015,187.412,39,2115.06,90493,2015,5,20,2115.06,1,2
19780,Critical,0.01,42.98,4.62,1935,Diana Coble Hubbard,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,United States,Central,Texas,Grand Prairie,75051,08-04-2015,10-04-2015,285.4737,9,413.73,86686,2015,4,8,413.73,2,4
19781,Critical,0.08,30.53,19.99,592,Eva Silverman,Regular Air,Small Business,Office Supplies,Labels,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0.39,United States,Central,Illinois,Wilmette,60091,17-01-2015,17-01-2015,-239.8656,10,285.87,86307,2015,1,17,285.87,0,1
19782,Critical,0.01,1.68,1.57,593,Joel Huffman,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,Central,Illinois,Woodridge,60517,17-01-2015,19-01-2015,-53.444,12,20.37,86307,2015,1,17,20.37,2,1
19797,Not Specified,0.1,125.99,8.99,1997,Harriet Bowman,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5170i,0.57,United States,South,South Carolina,Hilton Head Island,29915,25-01-2015,28-01-2015,17.652,4,408.66,90333,2015,1,25,408.66,3,3
19805,Critical,0.07,35.99,5,3100,Gladys Holloway,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory17,0.82,United States,South,Florida,Oakland Park,33334,25-03-2015,27-03-2015,-299.8142,1,31.71,89988,2015,3,25,31.71,2,1
19810,Not Specified,0.05,9.78,1.39,1432,Kerry Green,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",0.39,United States,Central,Indiana,Indianapolis,46203,05-03-2015,06-03-2015,74.2785,11,107.65,86826,2015,3,5,107.65,1,2
19811,Not Specified,0.02,3.28,3.97,1433,Frances Jackson,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,0.56,United States,Central,Indiana,Jeffersonville,47130,05-03-2015,06-03-2015,-66.35,7,25.15,86826,2015,3,5,25.15,1,3
19816,Critical,0.05,35.44,5.09,3098,Lorraine Boykin,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1932,0.38,United States,East,New York,Shirley,11967,08-04-2015,09-04-2015,240.1752,10,348.08,89314,2015,4,8,348.08,1,3
19817,Medium,0.09,3.89,7.01,2422,Arlene Wiggins Dalton,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,0.37,United States,Central,Texas,Huntsville,77340,22-01-2015,24-01-2015,-154.307,10,42.56,89055,2015,1,22,42.56,2,2
19819,Not Specified,0.05,100.98,7.18,2737,Rachel Bates,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Logitech Cordless Elite Duo,0.4,United States,East,Vermont,Rutland,5701,22-04-2015,24-04-2015,566.6073,8,821.17,89018,2015,4,22,821.17,2,2
19823,Medium,0.08,6.48,7.03,266,Ross Frederick,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 214,0.37,United States,Central,Texas,San Antonio,78207,15-05-2015,16-05-2015,8.932,10,67.86,90594,2015,5,15,67.86,1,3
19824,Medium,0.01,20.34,35,266,Ross Frederick,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,0.84,United States,Central,Texas,San Antonio,78207,15-05-2015,16-05-2015,229.638,33,747.28,90594,2015,5,15,747.28,1,3
19826,Low,0.09,12.95,4.98,1775,Marlene Kirk,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Binding covers,0.4,United States,Central,Indiana,South Bend,46614,14-06-2015,21-06-2015,123.89175,21,269.54,89944,2015,6,14,269.54,7,1
19838,High,0.03,28.53,1.49,3354,Sara Faulkner,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,West,California,Calexico,92231,16-05-2015,17-05-2015,137.6757,7,199.53,88589,2015,5,16,199.53,1,3
19839,High,0.07,5.98,7.15,3354,Sara Faulkner,Regular Air,Corporate,Office Supplies,Paper,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),0.36,United States,West,California,Calexico,92231,16-05-2015,18-05-2015,-62,6,37.05,88589,2015,5,16,37.05,2,3
19840,Not Specified,0.03,160.98,30,2561,Laurie Moon,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,East,New York,Ossining,10562,22-03-2015,25-03-2015,1261.4718,11,1828.22,86465,2015,3,22,1828.22,3,3
19842,High,0.01,10.9,7.46,3397,Andrea Shaw,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Crate-A-Filesâ¢,0.59,United States,Central,Illinois,Danville,61832,11-03-2015,12-03-2015,-116.76,18,207.31,87536,2015,3,11,207.31,1,3
